resale_price_Lakh,prediction
6.95,7.237700000000005
5.95,6.514499999999998
5.96,5.721999999999997
1.3,1.5346000000000002
5.73,6.008200000000006
6.65,6.756899999999993
5.45,6.2291
44.5,45.8204
3.14,3.030599999999995
7.52,7.946899999999992
14.45,14.324900000000016
3.95,3.561999999999996
1.86,1.840200000000002
16.5,15.6776
6.1,5.725600000000007
2.01,2.1609999999999974
12.5,12.5226
2.25,2.05
4.95,5.100899999999998
7.95,7.7762000000000056
15.0,14.3803
8.64,8.168799999999994
17.8,16.923999999999978
5.45,5.0233000000000025
10.75,10.496299999999998
2.0,2.8533000000000004
16.25,15.341499999999998
4.52,4.342999999999996
3.0,3.3952
6.08,6.143000000000004
33.0,30.757500000000004
2.8,2.9115000000000038
14.0,14.677200000000001
8.8,8.71769999999999
10.9,10.806899999999999
5.46,5.5255999999999945
2.4,3.347699999999998
5.88,5.065799999999997
9.5,8.291400000000003
5.25,4.957300000000001
19.0,19.355399999999996
6.13,6.285799999999997
6.35,5.866800000000001
10.8,10.624399999999989
3.51,3.2788999999999975
3.74,3.259999999999999
2.65,2.703000000000001
6.56,6.449699999999994
10.0,9.5516
3.56,3.7732000000000006
6.07,5.943000000000003
2.75,2.8624
2.76,3.1194999999999964
16.5,16.2022
3.1,3.1635000000000004
3.95,3.761799999999996
3.5,3.6264000000000003
28.75,29.478
6.69,6.668000000000004
5.0,4.3451
27.0,28.436000000000003
3.89,4.105799999999994
8.83,8.262399999999996
41.9,42.66100000000004
19.0,15.765100000000002
4.08,4.294899999999999
12.25,11.557300000000005
6.65,6.168099999999993
3.2,3.1157999999999997
2.85,2.9004999999999996
4.5,4.189
5.18,5.299900000000003
10.5,10.915
4.55,4.7972000000000055
7.02,7.450599999999998
4.95,5.072199999999996
6.09,5.762299999999994
6.0,6.910900000000002
4.46,5.157499999999999
4.49,4.786400000000003
7.75,7.7231999999999985
6.75,7.3201000000000045
7.27,7.041199999999995
35.0,32.75430000000001
5.09,5.358399999999994
7.1,7.456000000000008
2.62,2.496700000000002
8.5,8.021399999999998
7.25,7.271499999999999
4.25,4.1729
15.45,13.490399999999996
1.58,1.572500000000001
1.5,1.3472
15.72,15.432099999999998
3.65,3.3637999999999995
3.75,3.4397999999999995
4.89,4.991899999999994
22.0,20.951599999999996
5.93,6.237999999999999
5.6,5.6329000000000065
42.5,42.002299999999984
3.24,4.047000000000001
4.05,3.6700000000000053
2.28,2.2105
5.25,4.7908
5.34,5.623799999999994
2.0,1.8667230999999997
27.75,29.279
17.5,17.0423
8.25,8.278899999999998
12.25,12.133200000000002
7.75,7.510700000000001
2.0,2.1107999999999993
13.22,14.9175
7.78,8.579099999999999
4.25,4.8004
5.65,5.507899999999993
4.55,4.391300000000006
7.4,6.670399999999993
4.42,4.6201000000000025
6.49,6.1903999999999995
1.96,2.126400000000001
6.0,5.4201000000000015
6.75,5.353399999999999
5.9,5.653199999999993
5.49,6.185900000000004
93.5,96.788
4.92,5.915600000000001
86.95,83.69999999999995
5.7,5.759299999999997
4.2,4.511699999999993
16.5,24.413799999999995
3.16,2.9581999999999993
3.12,2.4064999999999985
6.3,5.864900000000003
6.5,6.787699999999998
1.3,1.7664000000000013
0.8,0.9981999999999991
6.43,6.6936
6.5,6.357700000000001
5.8,5.714800000000001
8.5,9.5875
1.85,1.8931999999999982
3.6,3.982100000000003
12.36,12.99659999999999
11.6,11.386000000000001
17.2,17.19960000000002
4.5,4.077699999999998
6.85,7.114300000000006
3.25,3.5257000000000005
6.6,5.6682000000000015
10.47,10.575200000000017
4.86,4.827400000000008
7.33,7.310800000000003
7.0,8.1623
2.2,2.5753000000000026
11.95,11.968100000000014
11.0,10.4565
4.47,4.503100000000007
6.15,7.81619999999999
2.8,2.4272000000000027
3.0,3.2760999999999996
3.0,3.0180000000000002
6.3,6.0898
7.0,10.133500000000003
9.75,10.0151
21.9,22.29890000000003
5.7,5.839600000000005
5.75,6.4110000000000005
8.5,8.383700000000003
10.0,11.0727
1.3,1.0167999999999997
4.1,4.1238000000000055
3.52,4.044100000000001
6.99,8.339500000000006
2.87,2.9138000000000024
4.25,4.5762
1.75,1.7428000000000006
5.0,5.2965
3.43,3.2787000000000033
16.99,21.347900000000003
3.8,4.037900000000005
5.42,5.957399999999998
1.56,1.5665999999999984
3.3,2.9517
4.9,7.126900000000001
5.18,5.409
8.99,9.622700000000007
7.64,8.410199999999993
6.95,6.9337000000000035
16.58,17.94239999999999
8.3,8.560299999999991
24.75,25.845
11.0,11.4779
5.04,4.760700000000005
5.73,6.2041000000000075
15.95,15.19570000000001
5.8,5.871300000000004
4.96,4.974899999999994
7.25,7.356000000000006
4.99,5.096300000000005
26.0,21.0211
15.65,15.664800000000012
12.75,12.6263
19.11,20.415699999999973
6.97,7.089600000000008
5.29,5.131800000000006
10.88,11.34000000000001
6.81,5.394299999999999
4.82,5.0171999999999946
2.75,2.5904
3.3,3.2617000000000034
8.25,10.0659
3.63,3.8412999999999977
9.31,9.184199999999985
20.5,19.233300000000007
6.0,6.206900000000001
4.89,4.902299999999993
16.5,17.291500000000003
8.83,8.68520000000001
7.5,7.5199
7.0,6.881900000000002
8.25,8.083799999999998
6.4,6.51979999999999
18.9,19.547900000000006
4.97,4.656600000000008
4.7,5.127899999999995
4.04,4.494900000000001
4.78,5.686399999999999
8.75,8.317400000000001
6.25,5.342899999999999
10.25,10.365600000000002
6.62,5.1610000000000005
11.4,11.6107
5.31,5.375899999999998
6.5,6.5426
1.51,1.6716999999999995
3.18,3.128600000000002
7.56,9.342799999999988
7.01,7.072599999999995
7.85,7.098800000000001
6.25,5.7937
4.4,4.632299999999994
14.5,14.1757
2.11,2.1726000000000023
3.73,2.762199999999998
5.41,5.339800000000007
1.1,1.3289999999999984
4.5,4.5262
18.95,16.778600000000004
76.0,70.63550000000001
3.69,3.7741999999999987
15.0,15.634
45.0,38.89489999999997
4.9,4.760699999999995
17.1,18.89549999999998
26.9,25.57000000000003
3.89,3.5779999999999963
5.0,4.815799999999999
7.79,7.1667999999999985
3.3,3.267100000000003
3.0,2.7927999999999997
4.98,5.016400000000005
8.75,8.911499999999998
12.65,12.225500000000002
5.0,5.627099999999998
7.91,7.419700000000001
16.25,17.567600000000002
13.3,12.044099999999988
4.66,4.145000000000005
5.79,5.994600000000002
5.33,5.671199999999999
16.5,15.573300000000001
18.9,18.192700000000027
1.1,1.2857129999999994
4.7,4.599699999999995
10.9,10.872499999999995
4.85,4.730700000000005
4.4,4.457299999999996
44.75,41.5593
3.1,2.9387999999999987
14.0,14.7225
1.2,1.155599800000001
7.45,7.150700000000005
1.25,1.944323100000001
19.75,20.691600000000008
2.8,2.9726000000000043
5.2,5.0808999999999935
8.96,9.292900000000008
4.7,4.011699999999999
8.14,8.445100000000004
15.95,18.182499999999983
8.05,8.085
5.25,5.1398
30.25,29.992399999999993
4.43,4.672200000000002
5.5,5.836300000000001
4.75,4.168399999999998
7.5,8.321900000000001
4.7,5.216199999999997
4.0,4.052499999999999
5.0,5.2544
6.08,5.793599999999999
7.85,7.207800000000007
4.5,4.571600000000001
8.0,8.6586
12.15,12.6971
5.2,5.234699999999997
6.25,6.010000000000003
4.58,4.8298999999999985
6.59,6.410999999999999
4.5,4.7439
27.85,27.95439999999996
7.75,6.925600000000002
2.5,2.3750999999999998
5.34,5.313299999999994
5.46,5.5963999999999965
8.0,10.179000000000002
3.0,3.4204000000000008
3.4,3.4934999999999987
10.1,10.292700000000004
5.42,5.6065999999999985
11.9,10.918799999999994
5.2,5.296999999999998
5.45,6.300100000000002
13.0,11.9013
6.5,6.919399999999999
15.0,15.445000000000002
6.42,6.024899999999999
20.0,18.6382
2.25,2.3251999999999997
3.85,3.9798000000000036
22.95,22.150000000000013
7.63,7.498099999999998
3.97,3.936700000000006
10.0,9.218200000000001
7.5,7.561100000000002
2.37,2.179900000000002
9.25,8.852199999999998
4.5,4.1549000000000005
4.39,4.902699999999992
5.0,5.447299999999999
6.15,5.664899999999992
3.14,3.419899999999995
5.0,4.609299999999999
7.7,6.7769999999999975
17.75,16.795500000000008
6.5,7.015599999999998
2.0,2.8162000000000003
4.9,4.783399999999996
5.9,6.008299999999994
8.82,8.928500000000016
0.8,0.9005385999999984
1.6,1.5057106999999987
2.5,2.6138999999999997
9.29,9.2564
4.45,4.237899999999996
10.5,11.0878
3.5,3.9944
9.85,9.082899999999999
4.5,4.9007
8.0,9.069599999999998
7.49,7.240900000000006
6.15,5.354800000000004
2.75,3.2555000000000005
6.15,6.272199999999991
5.97,6.003200000000009
5.76,5.550999999999995
30.0,31.444399999999995
6.1,5.993400000000006
5.95,6.0070000000000014
7.0,7.0895
6.47,6.0725
2.3,2.428800000000004
1.1,1.234989599999998
4.49,4.393700000000004
2.91,2.8040000000000003
12.0,13.2123
5.75,5.632099999999998
9.25,9.658099999999997
4.25,4.294799999999998
15.0,16.697199999999995
5.7,5.237399999999995
2.87,2.948400000000002
20.0,16.0088
8.4,8.838499999999991
3.53,3.745599999999996
1.8,1.6583
6.75,6.884800000000002
0.56,0.6092000000000006
5.14,4.837399999999996
5.3,5.541000000000002
1.79,1.952899999999999
13.0,13.798100000000002
4.06,5.036
17.0,17.0452
6.4,6.430900000000001
1.9,2.104900000000002
8.65,8.61889999999999
3.5,3.6198000000000015
