transmission_type,id_transmissao,body_type,id_body_type,modelo,id_modelos,marca,id_categoria_marca,mileage,ano,city,id_city,insurance,id_insurance,seats,engine_capacity,fuel_type,id_fuel_type,kms_driven,max_power,owner_type,id_owner_type,ID
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Wagon R VXI BS IV,1.993870484806967,Maruti,0.5428800869444625,17.0,2012.0,Hyderabad,1.027129429868669,Third Party,0.2561672213768721,5.0,998.0,Petrol,0.1808108436013733,47763.0,67.1,First Owner,0.1513159043723507,33
Manual,0.1306344835831814,Hatchback,0.3631383338656007,i20 1.2 Asta,2.7326510432913365,Hyundai,0.6762035848164187,18.9,2010.0,Delhi,0.768863215945781,Third Party,0.2561672213768721,5.0,1197.0,Petrol,0.1808108436013733,120000.0,78.91,Third Owner,1.3553447922231374,34
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Grand i10 1.2 Kappa Magna BSIV,2.4971225963837878,Hyundai,0.6762035848164187,22.41,2018.0,Gurgaon,1.2221060330847242,Third Party,0.2561672213768721,5.0,1197.0,Petrol,0.1808108436013733,28447.0,81.8,First Owner,0.1513159043723507,35
Manual,0.1306344835831814,Sedan,0.5776796017468651,Swift Dzire VXI,2.1052851866986035,Maruti,0.5428800869444625,19.81,2014.0,Ahmedabad,1.1106443702845317,Comprehensive,0.4469137531446819,5.0,1197.0,Petrol,0.1808108436013733,24047.0,88.5,First Owner,0.1513159043723507,36
Manual,0.1306344835831814,Hatchback,0.3631383338656007,i10 Magna 1.1L,2.5285310606354114,Hyundai,0.6762035848164187,23.1,2015.0,Jaipur,1.2805577942736048,Third Party,0.2561672213768721,5.0,1086.0,Petrol,0.1808108436013733,58066.0,68.0,First Owner,0.1513159043723507,37
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Celerio VXI Optional MT BSIV,3.6534697972437113,Maruti,0.5428800869444625,18.25,2017.0,Bangalore,0.8686148605655614,Comprehensive,0.4469137531446819,5.0,998.0,Petrol,0.1808108436013733,81849.0,67.0,First Owner,0.1513159043723507,38
Automatic,0.5851602224980227,Sedan,0.5776796017468651,A4 35 TDI Premium Plus,3.35243980157973,Audi,1.7861987782782631,21.1,2016.0,Bangalore,0.8686148605655614,Comprehensive,0.4469137531446819,5.0,1968.0,Diesel,0.5145358569867878,70000.0,187.7,Second Owner,0.6196441032904012,39
Manual,0.1306344835831814,Hatchback,0.3631383338656007,EON Era,3.35243980157973,Hyundai,0.6762035848164187,21.4,2011.0,Pune,1.0951613137788256,Third Party,0.2561672213768721,5.0,814.0,Petrol,0.1808108436013733,66145.0,55.2,Third Owner,1.3553447922231374,40
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Baleno 1.2 Zeta,2.35243980157973,Maruti,0.5428800869444625,18.1,2018.0,Ahmedabad,1.1106443702845317,Zero Dep,1.3090775235586007,5.0,1197.0,Petrol,0.1808108436013733,63256.0,83.1,First Owner,0.1513159043723507,41
Automatic,0.5851602224980227,SUV,0.6002632621852876,Alcazar Signature (O) Diesel AT,3.929561056299393,Hyundai,0.6762035848164187,19.1,2021.0,Pune,1.0951613137788256,Comprehensive,0.4469137531446819,6.0,1493.0,Diesel,0.5145358569867878,21000.0,113.9,First Owner,0.1513159043723507,42
Manual,0.1306344835831814,Sedan,0.5776796017468651,Swift Dzire VXI,2.1052851866986035,Maruti,0.5428800869444625,21.01,2014.0,Delhi,0.768863215945781,Third Party,0.2561672213768721,5.0,1197.0,Petrol,0.1808108436013733,59400.0,85.8,Second Owner,0.6196441032904012,43
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Baleno Zeta,2.625441073643468,Maruti,0.5428800869444625,21.4,2021.0,Pune,1.0951613137788256,Zero Dep,1.3090775235586007,5.0,1197.0,Petrol,0.1808108436013733,18421.0,81.8,First Owner,0.1513159043723507,44
Automatic,0.5851602224980227,Hatchback,0.3631383338656007,Baleno 1.2 CVT Alpha,2.768863215945781,Maruti,0.5428800869444625,16.77,2018.0,Bangalore,0.8686148605655614,Third Party,0.2561672213768721,5.0,1197.0,Petrol,0.1808108436013733,34140.0,83.1,Second Owner,0.6196441032904012,45
Automatic,0.5851602224980227,Sedan,0.5776796017468651,7 Series 730Ld Design Pure Excellence,3.8295610562993927,BMW,1.6420403354629296,20.54,2018.0,Delhi,0.768863215945781,Comprehensive,0.4469137531446819,5.0,2993.0,Diesel,0.5145358569867878,22000.0,261.4,First Owner,0.1513159043723507,46
Manual,0.1306344835831814,Sedan,0.5776796017468651,Vento Diesel Highline,2.9544997929076926,Volkswagen,1.491104562694788,12.05,2012.0,Hyderabad,1.027129429868669,Comprehensive,0.4469137531446819,5.0,1598.0,Diesel,0.5145358569867878,85000.0,103.6,Second Owner,0.6196441032904012,47
Automatic,0.5851602224980227,SUV,0.6002632621852876,Alturas G4 4X4 AT BSIV,3.431621047627355,Mahindra,1.3285017940816413,25.2,2020.0,Mumbai,0.9237651759315242,Comprehensive,0.4469137531446819,7.0,2157.0,Diesel,0.5145358569867878,47000.0,178.4,First Owner,0.1513159043723507,48
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Swift VDI BSIV,2.4871383754771865,Maruti,0.5428800869444625,18.0,2014.0,Chandigarh,1.5940326093918438,Third Party,0.2561672213768721,5.0,1248.0,Diesel,0.5145358569867878,120000.0,74.0,First Owner,0.1513159043723507,49
Automatic,0.5851602224980227,Sedan,0.5776796017468651,City i-VTEC CVT ZX,2.875318546860068,Honda,0.9783027075803176,19.01,2019.0,Chennai,1.130591051963374,Comprehensive,0.4469137531446819,5.0,1497.0,Petrol,0.1808108436013733,30440.0,117.6,Second Owner,0.6196441032904012,50
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Tiago XT BSVI,3.130591051963374,Tata,1.2324145684656973,20.09,2021.0,Hyderabad,1.027129429868669,Third Party,0.2561672213768721,5.0,1199.0,Petrol,0.1808108436013733,20282.0,84.8,First Owner,0.1513159043723507,51
Manual,0.1306344835831814,SUV,0.6002632621852876,Punch Accomplished Dazzle BSVI,3.8295610562993927,Tata,1.2324145684656973,18.9,2022.0,Chandigarh,1.5940326093918438,Third Party,0.2561672213768721,5.0,1199.0,Petrol,0.1808108436013733,10000.0,86.6,First Owner,0.1513159043723507,52
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Wagon R LXI BS IV,2.4773785381880304,Maruti,0.5428800869444625,17.8,2010.0,Jaipur,1.2805577942736048,Not Available,1.4145877083285747,5.0,998.0,Petrol,0.1808108436013733,47772.0,67.1,Second Owner,0.6196441032904012,53
Manual,0.1306344835831814,Sedan,0.5776796017468651,Amaze S i-VTEC,2.926471069307449,Honda,0.9783027075803176,26.6,2018.0,Delhi,0.768863215945781,Third Party,0.2561672213768721,5.0,1198.0,Petrol,0.1808108436013733,70000.0,86.7,First Owner,0.1513159043723507,54
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Wagon R LXI CNG,2.216777199579657,Maruti,0.5428800869444625,20.51,2017.0,Mumbai,0.9237651759315242,Third Party,0.2561672213768721,5.0,998.0,CNG,1.5242096868527688,40000.0,58.1,First Owner,0.1513159043723507,55
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Wagon R VXI Optional,3.176348542524049,Maruti,0.5428800869444625,18.1,2016.0,Agra,1.8777380209834809,Third Party,0.2561672213768721,5.0,998.0,Petrol,0.1808108436013733,70000.0,67.0,Second Owner,0.6196441032904012,56
Automatic,0.5851602224980227,Sedan,0.5776796017468651,Amaze S CVT i-VTEC,3.5285310606354114,Honda,0.9783027075803176,17.4,2018.0,Pune,1.0951613137788256,Third Party,0.2561672213768721,5.0,1199.0,Petrol,0.1808108436013733,80000.0,88.7,First Owner,0.1513159043723507,57
Manual,0.1306344835831814,Sedan,0.5776796017468651,City ZX MT,3.176348542524049,Honda,0.9783027075803176,16.5,2022.0,Chennai,1.130591051963374,Third Party,0.2561672213768721,5.0,1497.0,Petrol,0.1808108436013733,4135.0,117.6,First Owner,0.1513159043723507,58
Automatic,0.5851602224980227,SUV,0.6002632621852876,XUV300 W8 Option AMT BSVI,3.5285310606354114,Mahindra,1.3285017940816413,15.0,2021.0,Mumbai,0.9237651759315242,Zero Dep,1.3090775235586007,5.0,1197.0,Petrol,0.1808108436013733,21041.0,108.6,First Owner,0.1513159043723507,59
Manual,0.1306344835831814,Sedan,0.5776796017468651,Rapid 1.6 MPI Ambition Plus,3.8295610562993927,Skoda,1.694428404922618,18.1,2014.0,Hyderabad,1.027129429868669,Third Party,0.2561672213768721,5.0,1598.0,Petrol,0.1808108436013733,110000.0,103.5,First Owner,0.1513159043723507,60
Automatic,0.5851602224980227,Sedan,0.5776796017468651,Cruze LTZ AT,3.35243980157973,Chevrolet,2.0233810823155056,25.8,2012.0,Jaipur,1.2805577942736048,Third Party,0.2561672213768721,5.0,1991.0,Diesel,0.5145358569867878,80000.0,147.9,First Owner,0.1513159043723507,61
Manual,0.1306344835831814,Sedan,0.5776796017468651,Amaze S i-DTEC,3.431621047627355,Honda,0.9783027075803176,23.7,2019.0,Hyderabad,1.027129429868669,Third Party,0.2561672213768721,5.0,1498.0,Diesel,0.5145358569867878,35548.0,98.6,First Owner,0.1513159043723507,62
Manual,0.1306344835831814,SUV,0.6002632621852876,Venue SX Diesel,3.35243980157973,Hyundai,0.6762035848164187,19.47,2020.0,Ahmedabad,1.1106443702845317,Comprehensive,0.4469137531446819,5.0,1493.0,Diesel,0.5145358569867878,45362.0,98.6,First Owner,0.1513159043723507,63
Manual,0.1306344835831814,Sedan,0.5776796017468651,Slavia 1.0 TSI Ambition BSVI,3.431621047627355,Skoda,1.694428404922618,18.5,2022.0,Chennai,1.130591051963374,Not Available,1.4145877083285747,5.0,999.0,Petrol,0.1808108436013733,14491.0,113.9,First Owner,0.1513159043723507,64
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Brio 1.2 E MT,3.929561056299393,Honda,0.9783027075803176,19.33,2017.0,Delhi,0.768863215945781,Comprehensive,0.4469137531446819,5.0,1198.0,Petrol,0.1808108436013733,25000.0,86.8,First Owner,0.1513159043723507,65
Automatic,0.5851602224980227,Sedan,0.5776796017468651,XF 2.0 Diesel Prestige,3.6534697972437113,Jaguar,2.267268191842918,18.8,2017.0,Chandigarh,1.5940326093918438,Third Party,0.2561672213768721,5.0,1999.0,Diesel,0.5145358569867878,80000.0,177.0,First Owner,0.1513159043723507,66
Manual,0.1306344835831814,Sedan,0.5776796017468651,Manza Aqua Quadrajet,3.5285310606354114,Tata,1.2324145684656973,16.36,2011.0,Agra,1.8777380209834809,Third Party,0.2561672213768721,5.0,1248.0,Diesel,0.5145358569867878,150000.0,88.77,First Owner,0.1513159043723507,67
Automatic,0.5851602224980227,Sedan,0.5776796017468651,XF Aero Sport Edition,3.929561056299393,Jaguar,2.267268191842918,19.3,2015.0,Ahmedabad,1.1106443702845317,Third Party,0.2561672213768721,5.0,2179.0,Diesel,0.5145358569867878,41000.0,187.7,First Owner,0.1513159043723507,68
Manual,0.1306344835831814,Hatchback,0.3631383338656007,C3 Puretech 82 Feel BSVI,3.6534697972437113,Citroen,3.22750106497143,18.9,2022.0,Bangalore,0.8686148605655614,Third Party,0.2561672213768721,5.0,1198.0,Petrol,0.1808108436013733,10000.0,80.4,First Owner,0.1513159043723507,69
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Grand i10 Magna,2.4971225963837878,Hyundai,0.6762035848164187,17.8,2016.0,Chandigarh,1.5940326093918438,Comprehensive,0.4469137531446819,5.0,1197.0,Petrol,0.1808108436013733,72641.0,82.0,First Owner,0.1513159043723507,70
Manual,0.1306344835831814,Sedan,0.5776796017468651,Amaze S i-VTEC,2.926471069307449,Honda,0.9783027075803176,42.672,2016.0,Delhi,0.768863215945781,Third Party,0.2561672213768721,5.0,1198.0,Petrol,0.1808108436013733,43584.0,86.7,First Owner,0.1513159043723507,71
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Santro Sportz CNG BSIV,3.22750106497143,Hyundai,0.6762035848164187,33.54,2020.0,Lucknow,1.4981337597786497,Third Party,0.2561672213768721,5.0,1086.0,CNG,1.5242096868527688,85312.0,58.0,First Owner,0.1513159043723507,72
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Wagon R CNG LXI BSIV,3.089198366805149,Maruti,0.5428800869444625,17.05,2020.0,Delhi,0.768863215945781,Third Party,0.2561672213768721,5.0,998.0,CNG,1.5242096868527688,120000.0,67.0,First Owner,0.1513159043723507,73
Automatic,0.5851602224980227,SUV,0.6002632621852876,X1 sDrive 20D xLine,3.35243980157973,BMW,1.6420403354629296,11.36,2017.0,Mumbai,0.9237651759315242,Comprehensive,0.4469137531446819,5.0,1995.0,Diesel,0.5145358569867878,48500.0,184.0,First Owner,0.1513159043723507,74
Automatic,0.5851602224980227,MUV,1.3502737398232223,Innova Crysta 2.8 ZX AT BSIV,2.8083717572294544,Toyota,1.3664149195730433,19.0,2017.0,Chennai,1.130591051963374,Comprehensive,0.4469137531446819,7.0,2755.0,Diesel,0.5145358569867878,90000.0,171.5,First Owner,0.1513159043723507,75
Manual,0.1306344835831814,Sedan,0.5776796017468651,Swift Dzire LXI,2.8295610562993927,Maruti,0.5428800869444625,13.0,2017.0,Chennai,1.130591051963374,Comprehensive,0.4469137531446819,5.0,1197.0,Petrol,0.1808108436013733,30316.0,85.8,First Owner,0.1513159043723507,76
Manual,0.1306344835831814,Sedan,0.5776796017468651,City 1.5 EXI,3.929561056299393,Honda,0.9783027075803176,17.0,2005.0,Mumbai,0.9237651759315242,Third Party,0.2561672213768721,,1493.0,Petrol,0.1808108436013733,50000.0,100.0,Second Owner,0.6196441032904012,77
Manual,0.1306344835831814,Sedan,0.5776796017468651,City 1.5 S MT,2.6392293581291013,Honda,0.9783027075803176,20.51,2011.0,Pune,1.0951613137788256,Third Party,0.2561672213768721,5.0,1497.0,Petrol,0.1808108436013733,66000.0,116.39,First Owner,0.1513159043723507,78
Manual,0.1306344835831814,Hatchback,0.3631383338656007,Wagon R VXI BS IV,1.993870484806967,Maruti,0.5428800869444625,17.03,2016.0,Mumbai,0.9237651759315242,Comprehensive,0.4469137531446819,5.0,998.0,Petrol,0.1808108436013733,22089.0,67.0,First Owner,0.1513159043723507,79
Manual,0.1306344835831814,SUV,0.6002632621852876,Vitara Brezza VXI,2.9001421305851,Maruti,0.5428800869444625,14.1,2020.0,Hyderabad,1.027129429868669,Third Party,0.2561672213768721,5.0,1462.0,Petrol,0.1808108436013733,60000.0,103.2,First Owner,0.1513159043723507,80
Automatic,0.5851602224980227,SUV,0.6002632621852876,Compass Model S DCT BSVI,3.5285310606354114,Jeep,1.9970521435931563,20.65,2022.0,Bangalore,0.8686148605655614,Third Party,0.2561672213768721,5.0,1368.0,Petrol,0.1808108436013733,10000.0,160.7,First Owner,0.1513159043723507,81
Manual,0.1306344835831814,Sedan,0.5776796017468651,Ciaz Delta BSVI,3.130591051963374,Maruti,0.5428800869444625,11.5,2022.0,Delhi,0.768863215945781,Third Party,0.2561672213768721,5.0,1462.0,Petrol,0.1808108436013733,40000.0,103.2,First Owner,0.1513159043723507,82
Automatic,0.5851602224980227,SUV,0.6002632621852876,,3.929561056299393,Mercedes,3.929561056299393,17.1,2019.0,Jaipur,1.2805577942736048,Comprehensive,0.4469137531446819,5.0,1991.0,Petrol,0.1808108436013733,10200.0,245.0,First Owner,0.1513159043723507,83
Manual,0.1306344835831814,SUV,0.6002632621852876,Compass 2.0 Sport Plus BSIV,3.5285310606354114,Jeep,1.9970521435931563,14.16,2019.0,Delhi,0.768863215945781,Comprehensive,0.4469137531446819,5.0,1956.0,Diesel,0.5145358569867878,54030.0,170.0,Second Owner,0.6196441032904012,84
Automatic,0.5851602224980227,SUV,0.6002632621852876,Q5 30 TDI quattro Premium Plus,3.6534697972437113,Audi,1.7861987782782631,28.4,2015.0,Delhi,0.768863215945781,Comprehensive,0.4469137531446819,5.0,1968.0,Diesel,0.5145358569867878,30000.0,174.3,First Owner,0.1513159043723507,85
Automatic,0.5851602224980227,Sedan,0.5776796017468651,Swift Dzire AMT VDI,3.0514098059157493,Maruti,0.5428800869444625,11.3,2019.0,Jaipur,1.2805577942736048,Third Party,0.2561672213768721,5.0,1248.0,Diesel,0.5145358569867878,71448.0,74.0,Third Owner,1.3553447922231374,86
Automatic,0.5851602224980227,SUV,0.6002632621852876,Outlander 2.4,3.5285310606354114,Mitsubishi,2.788168371141168,18.0,2010.0,Mumbai,0.9237651759315242,Not Available,1.4145877083285747,5.0,2360.0,Petrol,0.1808108436013733,77623.0,167.67,Second Owner,0.6196441032904012,87
Manual,0.1306344835831814,Sedan,0.5776796017468651,Amaze S i-Vtech,2.431621047627355,Honda,0.9783027075803176,12.07,2016.0,Bangalore,0.8686148605655614,Comprehensive,0.4469137531446819,5.0,1198.0,Petrol,0.1808108436013733,66655.0,86.7,First Owner,0.1513159043723507,88
Automatic,0.5851602224980227,SUV,0.6002632621852876,Q7 3.0 TDI Quattro Premium Plus,3.929561056299393,Audi,1.7861987782782631,19.87,2015.0,Mumbai,0.9237651759315242,Third Party,0.2561672213768721,7.0,2967.0,Diesel,0.5145358569867878,70000.0,241.4,Second Owner,0.6196441032904012,89
Manual,0.1306344835831814,SUV,0.6002632621852876,Duster 85PS Diesel RxL,2.788168371141168,Renault,1.4213210909875431,16.65,2015.0,Delhi,0.768863215945781,Third Party,0.2561672213768721,5.0,1461.0,Diesel,0.5145358569867878,97000.0,83.8,First Owner,0.1513159043723507,90
Manual,0.1306344835831814,SUV,0.6002632621852876,Hector Plus Sharp Diesel MT,3.431621047627355,MG,1.948747464018601,17.8,2021.0,Chennai,1.130591051963374,Third Party,0.2561672213768721,6.0,1956.0,Diesel,0.5145358569867878,40000.0,167.6,First Owner,0.1513159043723507,91
